10,4
20,7
30,9
40,9
50,10
60,12
70,12
80,12
90,12
100,13
110,15
120,15
130,15
140,15
150,15
160,15
170,15
180,17
190,17
200,17
210,17
220,17
230,18
240,18
250,19
260,19
270,19
280,19
290,19
300,20
310,20
320,20
330,20
340,20
350,21
360,21
370,22
380,22
390,23
400,23
410,23
420,24
430,25
440,26
450,26
460,26
470,26
480,27
490,27
500,28
510,29
520,29
530,29
540,29
550,30
560,30
570,30
580,30
590,31
600,33
610,33
620,33
630,33
640,33
650,33
660,33
670,33
680,33
690,33
700,34
710,34
720,34
730,35
740,35
750,35
760,35
770,35
780,35
790,35
800,36
810,36
820,36
830,36
840,36
850,36
860,37
870,37
880,38
890,38
900,38
910,38
920,38
930,38
940,38
950,39
960,39
970,39
980,39
990,39
1000,39
10,4
20,5
30,5
40,7
50,7
60,7
70,7
80,7
90,9
100,9
110,9
120,9
130,10
140,10
150,11
160,12
170,13
180,13
190,13
200,14
210,14
220,15
230,17
240,17
250,17
260,17
270,17
280,17
290,18
300,18
310,20
320,20
330,20
340,20
350,20
360,20
370,20
380,22
390,23
400,23
410,23
420,23
430,24
440,24
450,24
460,24
470,25
480,25
490,25
500,25
510,26
520,26
530,27
540,27
550,27
560,27
570,28
580,29
590,29
600,30
610,30
620,30
630,30
640,30
650,30
660,30
670,30
680,30
690,30
700,30
710,30
720,30
730,30
740,31
750,33
760,33
770,33
780,33
790,33
800,33
810,33
820,33
830,33
840,33
850,33
860,33
870,33
880,33
890,33
900,33
910,34
920,34
930,34
940,35
950,36
960,36
970,36
980,36
990,36
1000,36
10,2
20,3
30,5
40,6
50,6
60,8
70,8
80,9
90,9
100,10
110,10
120,10
130,10
140,11
150,12
160,13
170,13
180,13
190,13
200,14
210,15
220,15
230,15
240,16
250,16
260,17
270,17
280,17
290,17
300,17
310,18
320,19
330,19
340,19
350,20
360,20
370,20
380,20
390,20
400,20
410,20
420,20
430,20
440,21
450,21
460,21
470,21
480,22
490,22
500,22
510,22
520,22
530,22
540,22
550,23
560,23
570,24
580,24
590,24
600,24
610,24
620,24
630,24
640,24
650,25
660,25
670,25
680,25
690,25
700,25
710,26
720,26
730,26
740,26
750,26
760,26
770,27
780,27
790,27
800,27
810,27
820,27
830,27
840,27
850,27
860,27
870,27
880,27
890,27
900,27
910,27
920,28
930,28
940,29
950,29
960,29
970,29
980,29
990,29
1000,29
10,2
20,4
30,6
40,6
50,7
60,7
70,10
80,10
90,11
100,12
110,12
120,12
130,12
140,13
150,14
160,14
170,14
180,14
190,14
200,14
210,15
220,15
230,15
240,15
250,15
260,16
270,16
280,17
290,17
300,17
310,17
320,17
330,17
340,19
350,19
360,19
370,19
380,19
390,19
400,19
410,19
420,20
430,20
440,20
450,20
460,20
470,20
480,20
490,21
500,21
510,21
520,21
530,21
540,23
550,23
560,23
570,23
580,23
590,24
600,24
610,24
620,24
630,24
640,24
650,24
660,25
670,26
680,26
690,26
700,26
710,26
720,27
730,27
740,27
750,27
760,27
770,28
780,29
790,29
800,29
810,29
820,29
830,29
840,29
850,29
860,29
870,29
880,30
890,30
900,31
910,31
920,32
930,32
940,32
950,32
960,32
970,32
980,32
990,33
1000,33
10,3
20,4
30,6
40,6
50,8
60,8
70,8
80,8
90,9
100,9
110,10
120,10
130,10
140,10
150,11
160,11
170,12
180,13
190,13
200,13
210,13
220,13
230,13
240,14
250,14
260,15
270,15
280,16
290,16
300,16
310,17
320,17
330,17
340,17
350,17
360,18
370,19
380,19
390,19
400,19
410,20
420,21
430,21
440,21
450,22
460,22
470,22
480,22
490,22
500,22
510,22
520,22
530,22
540,23
550,24
560,24
570,25
580,25
590,25
600,25
610,25
620,25
630,25
640,25
650,27
660,27
670,27
680,27
690,28
700,28
710,28
720,28
730,29
740,29
750,29
760,29
770,29
780,30
790,30
800,30
810,30
820,30
830,30
840,30
850,30
860,30
870,31
880,31
890,31
900,31
910,31
920,31
930,31
940,31
950,31
960,31
970,31
980,32
990,32
1000,32
