numParticles,clusterRadius
10,3
20,6
30,8
40,9
50,10
60,11
70,12
80,13
90,14
100,15
110,16
120,16
130,16
140,16
150,16
160,16
170,16
180,17
190,17
200,17
210,18
220,18
230,18
240,19
250,20
260,20
270,22
280,22
290,22
300,22
310,22
320,23
330,24
340,24
350,24
360,24
370,25
380,25
390,25
400,25
410,26
420,26
430,26
440,27
450,27
460,29
470,30
480,30
490,30
500,31
510,31
520,34
530,34
540,34
550,34
560,35
570,36
580,36
590,36
600,36
610,37
620,37
630,38
640,38
650,38
660,38
670,38
680,38
690,39
700,39
710,39
720,39
730,39
740,40
750,40
760,40
770,41
780,41
790,41
800,41
810,41
820,42
830,43
840,46
850,46
860,46
870,46
880,46
890,47
900,47
910,47
920,47
930,47
940,47
950,47
960,48
970,49
980,49
990,49
1000,49
10,4
20,6
30,8
40,9
50,10
60,10
70,12
80,12
90,13
100,14
110,15
120,15
130,16
140,18
150,18
160,19
170,20
180,21
190,22
200,25
210,25
220,25
230,25
240,25
250,26
260,27
270,27
280,27
290,27
300,28
310,29
320,29
330,29
340,29
350,30
360,32
370,32
380,32
390,32
400,32
410,33
420,33
430,34
440,35
450,36
460,37
470,37
480,39
490,39
500,40
510,40
520,41
530,41
540,41
550,42
560,43
570,43
580,44
590,44
600,45
610,46
620,46
630,47
640,47
650,47
660,48
670,49
680,49
690,50
700,50
710,50
720,50
730,50
740,50
750,50
760,50
770,51
780,51
790,51
800,51
810,51
820,52
830,52
840,52
850,53
860,54
870,54
880,54
890,54
900,54
910,54
920,54
930,55
940,55
950,55
960,55
970,56
980,56
990,56
1000,58
10,3
20,5
30,7
40,10
50,10
60,12
70,14
80,14
90,14
100,15
110,16
120,17
130,18
140,18
150,21
160,21
170,22
180,24
190,25
200,25
210,26
220,26
230,26
240,26
250,26
260,27
270,27
280,28
290,28
300,28
310,28
320,29
330,29
340,29
350,30
360,30
370,31
380,31
390,31
400,31
410,31
420,32
430,32
440,33
450,34
460,34
470,34
480,34
490,34
500,34
510,35
520,36
530,36
540,37
550,37
560,37
570,38
580,38
590,38
600,38
610,38
620,39
630,39
640,39
650,39
660,39
670,39
680,39
690,40
700,40
710,41
720,41
730,41
740,41
750,42
760,42
770,42
780,42
790,42
800,42
810,42
820,42
830,42
840,42
850,43
860,44
870,44
880,45
890,45
900,46
910,46
920,47
930,47
940,47
950,47
960,47
970,48
980,48
990,48
1000,48
10,3
20,5
30,6
40,7
50,7
60,8
70,9
80,10
90,10
100,11
110,13
120,15
130,15
140,16
150,16
160,17
170,18
180,19
190,20
200,20
210,21
220,22
230,22
240,22
250,25
260,25
270,25
280,25
290,25
300,26
310,26
320,27
330,28
340,28
350,28
360,28
370,28
380,28
390,29
400,29
410,29
420,29
430,30
440,31
450,33
460,33
470,33
480,33
490,33
500,34
510,35
520,35
530,35
540,35
550,35
560,36
570,36
580,36
590,37
600,37
610,38
620,38
630,39
640,39
650,40
660,40
670,40
680,40
690,41
700,41
710,41
720,42
730,42
740,43
750,45
760,45
770,45
780,45
790,46
800,46
810,46
820,47
830,47
840,48
850,49
860,49
870,49
880,49
890,49
900,49
910,49
920,49
930,49
940,50
950,50
960,50
970,50
980,50
990,50
1000,50
10,3
20,4
30,6
40,7
50,8
60,8
70,10
80,11
90,13
100,13
110,15
120,17
130,18
140,19
150,20
160,21
170,21
180,21
190,21
200,24
210,25
220,26
230,27
240,28
250,28
260,28
270,29
280,30
290,30
300,30
310,30
320,30
330,31
340,31
350,32
360,32
370,32
380,32
390,33
400,33
410,34
420,34
430,34
440,34
450,34
460,34
470,36
480,38
490,38
500,38
510,38
520,38
530,38
540,38
550,38
560,38
570,38
580,38
590,39
600,39
610,39
620,39
630,39
640,40
650,40
660,41
670,41
680,41
690,42
700,42
710,42
720,42
730,43
740,44
750,44
760,46
770,46
780,47
790,48
800,49
810,49
820,50
830,51
840,51
850,51
860,51
870,51
880,51
890,52
900,54
910,54
920,55
930,55
940,55
950,55
960,55
970,56
980,57
990,58
1000,58
