10,2
20,4
30,6
40,7
50,9
60,9
70,10
80,12
90,12
100,13
110,14
120,14
130,15
140,16
150,16
160,17
170,18
180,18
190,18
200,18
210,18
220,20
230,21
240,21
250,21
260,22
270,22
280,22
290,23
300,24
310,24
320,24
330,24
340,24
350,26
360,26
370,26
380,28
390,29
400,29
410,30
420,31
430,32
440,32
450,32
460,32
470,32
480,32
490,33
500,33
510,33
520,33
530,33
540,33
550,34
560,34
570,34
580,34
590,34
600,34
610,34
620,34
630,34
640,34
650,34
660,34
670,34
680,34
690,34
700,35
710,35
720,35
730,35
740,36
750,36
760,36
770,36
780,37
790,37
800,37
810,37
820,37
830,37
840,37
850,37
860,37
870,38
880,39
890,39
900,39
910,40
920,40
930,40
940,40
950,40
960,41
970,41
980,41
990,41
1000,41
10,2
20,3
30,5
40,5
50,6
60,7
70,8
80,9
90,10
100,11
110,11
120,11
130,12
140,14
150,16
160,18
170,18
180,18
190,18
200,19
210,19
220,20
230,20
240,20
250,20
260,20
270,23
280,23
290,24
300,24
310,24
320,24
330,25
340,25
350,25
360,25
370,25
380,25
390,25
400,26
410,26
420,26
430,26
440,28
450,28
460,29
470,31
480,31
490,32
500,32
510,32
520,32
530,33
540,34
550,35
560,35
570,35
580,36
590,36
600,36
610,36
620,37
630,37
640,37
650,37
660,37
670,37
680,37
690,37
700,37
710,37
720,37
730,38
740,38
750,38
760,39
770,39
780,39
790,41
800,41
810,41
820,41
830,41
840,42
850,42
860,42
870,42
880,42
890,42
900,42
910,42
920,43
930,43
940,43
950,44
960,44
970,44
980,44
990,44
1000,45
10,3
20,5
30,6
40,7
50,8
60,8
70,8
80,9
90,10
100,12
110,14
120,14
130,15
140,17
150,17
160,18
170,19
180,19
190,21
200,21
210,21
220,21
230,22
240,22
250,23
260,23
270,23
280,23
290,24
300,25
310,25
320,25
330,25
340,25
350,27
360,27
370,28
380,28
390,28
400,30
410,30
420,30
430,30
440,30
450,30
460,30
470,30
480,31
490,31
500,32
510,32
520,33
530,33
540,33
550,34
560,34
570,34
580,34
590,34
600,34
610,35
620,35
630,35
640,35
650,36
660,36
670,37
680,37
690,38
700,39
710,40
720,41
730,41
740,41
750,41
760,42
770,42
780,43
790,43
800,43
810,43
820,44
830,44
840,45
850,45
860,45
870,45
880,45
890,46
900,46
910,46
920,47
930,47
940,47
950,47
960,47
970,47
980,47
990,48
1000,49
10,4
20,6
30,7
40,8
50,8
60,9
70,10
80,10
90,11
100,11
110,12
120,13
130,13
140,14
150,14
160,15
170,15
180,16
190,16
200,17
210,17
220,17
230,17
240,18
250,20
260,20
270,20
280,21
290,21
300,22
310,22
320,22
330,23
340,23
350,23
360,24
370,24
380,25
390,26
400,26
410,26
420,27
430,28
440,29
450,29
460,29
470,30
480,30
490,30
500,30
510,31
520,31
530,31
540,31
550,31
560,31
570,31
580,32
590,32
600,32
610,32
620,33
630,33
640,34
650,34
660,34
670,36
680,37
690,37
700,37
710,37
720,38
730,38
740,38
750,38
760,38
770,39
780,39
790,39
800,39
810,40
820,41
830,41
840,41
850,41
860,41
870,41
880,41
890,41
900,41
910,41
920,41
930,43
940,44
950,44
960,44
970,44
980,44
990,44
1000,44
10,3
20,4
30,6
40,6
50,8
60,8
70,10
80,11
90,11
100,13
110,14
120,16
130,16
140,17
150,17
160,18
170,18
180,19
190,19
200,22
210,22
220,22
230,23
240,23
250,23
260,23
270,23
280,23
290,23
300,23
310,23
320,24
330,24
340,25
350,25
360,25
370,26
380,27
390,27
400,28
410,28
420,29
430,30
440,30
450,30
460,31
470,32
480,33
490,33
500,33
510,34
520,34
530,34
540,34
550,34
560,35
570,35
580,35
590,35
600,35
610,35
620,35
630,35
640,35
650,36
660,37
670,37
680,37
690,38
700,38
710,39
720,39
730,39
740,39
750,39
760,39
770,40
780,40
790,40
800,40
810,40
820,40
830,41
840,41
850,41
860,42
870,42
880,43
890,44
900,44
910,44
920,44
930,44
940,45
950,45
960,45
970,45
980,46
990,46
1000,46
